golden_id,customer_msg,intent,escalation_label,platform,has_escalation_signal,has_resolution,response_type,brand_response,agent_ts,convo_id
g0162,"Ok so that’s twice in the last week my library has deleted itself for no apparent reason, what’s going on pls @115888",playlist_library,AUTO_HANDLE,unknown,False,False,dm_redirect,"@794172 Hey Ben, help's here! Could you DM us with your account's username and email address? We'll take a look backstage /TB",2017-11-27T21:45:38+00:00,2857467
g0163,"@SpotifyCares Here, saved you some work:

/^[(]{0,1}[0-9]{3}[)]{0,1}[-\s\.]{0,1}[0-9]{3}[-\s\.]{0,1}[0-9]{4}$/",playlist_library,AUTO_HANDLE,unknown,False,True,troubleshooting,"@230869 We appreciate your concerns, here. Rest assured, the Community team are currently on the case. Once we have an update, it'll be shared in the link we sent you in our previous tweet. In the meantime, if you need anything else - just shout! /K",2017-12-01T21:27:39+00:00,486945
g0164,@115888 for iPhone X needs an update. Car Bluetooth isn’t always sending song data and controls don’t work.,device_platform,AUTO_HANDLE,iphone,False,False,clarification,"@794906 Hey, help's here! Can you let us know your car's make/model, phone operating system, and Spotify version? We'll see what we can suggest /JZ",2017-11-27T22:31:55+00:00,2861310
g0165,"@SpotifyCares When I try to login to my account on a Desktop PC, it tells me I don't have an account linked to my Facebook profile. Then when I try to reset my password, it tells me to sign in with Facebook?",account_login,ESCALATE,unknown,False,False,link,@796173 Hey Eric! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,2017-11-28T00:34:20+00:00,2866614
g0166,"@115888 do you guys have a different idea of how long 30 minutes is? Because ""30 minutes of ad free music"" isn't 30 minutes.",playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,"@794539 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /SJ",2017-11-27T22:03:28+00:00,2859086
g0167,@SpotifyCares hi I bought family premium. I have Spotify on my phone but my son's play store says it's not available in his country yet we live in the same house let alone country,premium_subscription,AUTO_HANDLE,unknown,False,True,troubleshooting,"@250952 We're afraid paying earlier than your renewal date isn't possible. No worries, you can suggest it in our Community where you can get support from other fans: https://t.co/D6JsbrPT3P. On another note, can you check if your son's Play Store has the right country settings? /XF",2017-12-03T20:01:32+00:00,598536
g0168,"@SpotifyCares Hey guys! I have a query relating to a release date bug on the latest macOS client. Everything updated, fresh install. Has been persisting for about a month. Shows the correct year on artist page but then one year off on album page. See pics for details. TIA :) https://t.co/QYPvIJxCqT",app_crash_bug,AUTO_HANDLE,unknown,False,True,troubleshooting,"@256475 Thanks for reporting. Everything should be running smoothly now. Can you log out then reinstall the app? Then, try to open https://t.co/nZ3VvqkZIv. Give us an update! /MS",2017-12-03T11:13:17+00:00,579493
g0169,@SpotifyCares hi can you explain why my username is always random numbers and letters when i sign up,account_login,AUTO_HANDLE,unknown,False,True,troubleshooting,"@144793 We'd love to take a look at your account, so we can check your username. Can you DM us your account's email address first? /RB",2017-11-25T01:34:05+00:00,181686
g0170,@SpotifyCares I’m unable to reset my password. I sent you guys a DM,account_login,AUTO_HANDLE,unknown,False,True,troubleshooting,@609618 Hi! We've just dropped you a DM. Check it out /JE,2017-11-29T17:02:03+00:00,2950159
g0171,"Me: @SpotifyCares I need help resetting my password. Spotify help: Sorry to hear this, I'm here to help (disconnect). All day long :(",account_login,AUTO_HANDLE,unknown,False,True,troubleshooting,"@263157 Hey, the cavalry's here! What's happening exactly? Are you getting any specific error messages when you try resetting your password? We'll see what we can suggest /NJ https://t.co/ldFdZRiNAt",2017-12-03T22:12:07+00:00,602839
g0172,@115888 App won't load on my Galaxy S8+. Bit naughty considering I pay for premium.,premium_subscription,AUTO_HANDLE,unknown,False,True,troubleshooting,@795213 Hey there! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF,2017-11-27T23:10:19+00:00,2862725
g0173,@SpotifyCares It did not crash no. Was just quite irritating is all,app_crash_bug,AUTO_HANDLE,unknown,False,True,troubleshooting,"@777593 Thanks for confirming. Just to check, did you definitely watch the video ad that grants you 30 minutes ad-free listening in full after hearing the offer? /RS",2017-11-27T14:42:30+00:00,2784973
g0174,@SpotifyCares Sonos Play:1,device_platform,AUTO_HANDLE,sonos,False,False,clarification,"@237285 Got it. Just to clarify, did you have the shuffle feature toggled on when the issue happened? /MT",2017-12-01T22:52:52+00:00,510491
g0175,I wanna be a @115888 playlist creator. Hire me. Plz,playlist_library,AUTO_HANDLE,unknown,False,True,troubleshooting,"@797428 Hey there! For any job openings, you can check here: https://t.co/c1Z94oBFOl, or contact the folks at @7997 😁 /NS",2017-11-28T03:14:37+00:00,2872009
g0176,when can i stream pitbulls greatest hits album ? @115888,playback_error,AUTO_HANDLE,unknown,False,False,link,"@236083 Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /VK",2017-12-01T21:20:41+00:00,506028
g0177,"Another day, another device @115888 randomly connects to and plays randomly chosen music through. 🙄 How do I stop this from happening without constantly having to unconnect bluetooth? @SpotifyCares",playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,"@805853 Hey, that's not cool! Before anything else, can you DM us your account's email address or username? Knowing what device/version of Spotify you're using would also be helpful. Once we have this info, we'll check it out 🔍 /LJ https://t.co/ldFdZRiNAt",2017-11-28T21:47:33+00:00,2910948
g0178,@SpotifyCares having issues with premium not working for my account on mobile device,premium_subscription,AUTO_HANDLE,unknown,False,True,troubleshooting,@219168 Hi Mikayla! Help's here. Can you DM us your account's username or email address? We'll check things backstage /MU https://t.co/ldFdZRiNAt,2017-11-25T06:08:12+00:00,438425
g0179,does anyone here ever made payment via molpay for Spotify premium..how ??,billing_charge,AUTO_HANDLE,unknown,False,True,troubleshooting,@813774 Hi there! Could you DM us your account's email address so we can check backstage? /FJ https://t.co/ldFdZRiNAt,2017-11-29T15:29:04+00:00,2946134
g0180,"@115888 why tf does your app play ‘suggested music’ instead of the actual music I want, even when I’ve turned off auto play?",playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,"@803634 Hey there! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists. Let us know how that works for you /TF",2017-11-28T18:08:25+00:00,2901238
g0181,@SpotifyCares Please fix the issue where offline music is randomly deleted. It's a big problem whilst travelling.,offline_download,AUTO_HANDLE,unknown,False,False,link,"@803339 Hey, that's not cool! Can you DM us your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt",2017-11-28T17:51:29+00:00,2899850
g0182,@SpotifyCares Sorry. Today's problem was with Google Play Music. I was just comparing the experience to what you guys did to me a few years ago.,playback_error,AUTO_HANDLE,unknown,False,False,other,"@812740 Don't worry, we'll make sure to pass this on to the relevant folks. If you need a hand with anything else, don't hesitate to tweet us back /RC",2017-11-29T14:00:04+00:00,2941493
g0183,@SpotifyCares how would I go about recovering a stolen premium account?,premium_subscription,ESCALATE,unknown,True,True,troubleshooting,"@137942 Hey Leonerd, we’re sorry to hear that. Check out https://t.co/iVpg60w61i for what to do next /NG",2017-11-30T17:20:07+00:00,100131
g0184,"@SpotifyCares @228595 Gutted, just missed my Vodafone free 2 Years premium by 1 day ahhhh",premium_subscription,AUTO_HANDLE,unknown,False,True,troubleshooting,"@228593 Hey Sam, sorry to hear you feel that way. Can you DM us your account's email address or username? We'll check things out /AY https://t.co/ldFdZRiNAt",2017-12-01T12:06:57+00:00,478116
g0185,Hey @SpotifyCares can y’all activate my premium. Or can I have my money back?,billing_charge,AUTO_HANDLE,unknown,False,True,troubleshooting,"@223445 Hey there, help's here! Can you DM us your account's email address/username? We'll check backstage /MO https://t.co/ldFdZRiNAt",2017-12-01T00:19:07+00:00,456844
g0186,"@SpotifyCares I have troubles saving data to SD card on android. Reinstalling, changing settings, remounting, clearing cache ... nothing works. There is quite a lot of people with the same issue. Do you have any solutions to this?",offline_download,AUTO_HANDLE,android,False,True,troubleshooting,"@319584 Hey there, help's arrived! Just to check, have you tried the steps here: https://t.co/XCTHa5LFPS? Can you also know if you're getting any error messages? /LS",2017-11-29T06:40:55+00:00,2929826
g0187,@SpotifyCares hi my premium account was stolen and had the email changed without my permission and I would really appreciate some help with this,premium_subscription,ESCALATE,unknown,True,True,troubleshooting,"@251952 Hey, we’re sorry to hear that. Check out https://t.co/iVpg60w61i for what to do next /NQ",2017-12-02T23:41:16+00:00,563517
g0188,@SpotifyCares I updated my subscription and credit card got charged but my premium subscription still paused. can you help?,billing_charge,ESCALATE,unknown,False,False,link,@777594 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,2017-11-27T00:41:30+00:00,2784976
g0189,anybody else having an issue getting @115888 to connect to a @118117 at all? Won't play through the Spotify app or Sonos controller?!,device_platform,AUTO_HANDLE,sonos,False,False,other,"@231899 Hey Joe! Thanks for letting us know. Everything should be back up and running again soon. For anything else, we're just a tweet away /JP",2017-12-01T16:48:46+00:00,490756
g0190,@SpotifyCares Not really I actually think over all the app is shit. There’s not enough options. You can’t skip the songs you want without paying 9.99 a month which is disgusting.... frankly it’s not worth the space on my phone.... waste of time and money.,billing_charge,ESCALATE,unknown,False,False,other,@236078 We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folk /CG,2017-12-02T16:21:41+00:00,506017
g0191,"@SpotifyCares Hello, i have a probelm with sign up in application ""iphone"" ;)",device_platform,AUTO_HANDLE,iphone,False,True,troubleshooting,"@811140 Hey there, help's here! Just to check, are you trying to create a Spotify account? Also, what country are you currently in? We'll see what we can suggest /RE",2017-11-29T09:24:32+00:00,2933211
g0192,"@SpotifyCares hey, I pay for spotify premium and every other week, sometimes twice a week all my music undownloads.",premium_subscription,AUTO_HANDLE,unknown,False,True,troubleshooting,"@181409 Hey there, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/EidIERWgLX. They should help with this /CG",2017-12-01T19:17:46+00:00,499260
g0193,"@SpotifyCares Why is my account suddenly paused  just a few days after i redeemed 3 months gift card? I can even see in my account details i redeemed that card, very convenient if you want to play music for your guests",playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,"@253497 Hi there, that doesn't sound good! Can you DM us your account's email address? We'll check under the hood /AK https://t.co/ldFdZRiNAt",2017-12-03T02:41:38+00:00,568959
g0194,"@SpotifyCares hey y'all! I saw that reputation by Taylor Swift is in your library, but I can't play any of the songs besides the ones that were in your system prior to today. Can you tell me when the blacked-out songs will be available to stream?",playlist_library,AUTO_HANDLE,unknown,False,True,troubleshooting,"@139553 Hey there! Taylor Swift's 'Reputation' isn't available to stream just yet. For now, be sure to check out the singles: https://t.co/3h0TnPWP0c 🙂 /JI",2017-11-30T18:51:33+00:00,106302
g0195,"@SpotifyCares I can't select my #Sonos speaker (Office) in the ""Devices Available"" menu and can't play #Spotify to it anymore since Sonos removed Spotify from their music services menu. What do I do?
[MacOS 10.11.6, Spotify 1.0.68.407.g6864aaaf Sonos 8.2.1] https://t.co/ed73b93LfE",content_unavailable,AUTO_HANDLE,sonos,False,True,troubleshooting,"@794904 Hey, the cavalry's here! Could you head over to your account's Approved applications at https://t.co/PORH7knOMj and check if Sonos is on the list? If so, try tapping “Revoke Access”. Then, approve access for Sonos again. Let us know if that makes any difference /JZ",2017-11-27T22:33:40+00:00,2861302
g0196,"@SpotifyCares A restart seems to have fixed the black screen issue. However it still switches to offline mode between sessions (on both wifi and data,).",app_crash_bug,AUTO_HANDLE,unknown,False,True,troubleshooting,"@224968 Thanks for letting us know. It's not ideal, but can you try reinstalling the app? Just follow the steps at https://t.co/PDA2aKzC6Q. Let us know if that helps /CE",2017-12-01T05:55:12+00:00,462671
g0197,@SpotifyCares Sorry I meant more if I have music in my collection that’s not in yours. I know a few other services let you add it to the cloud to stream.,playback_error,AUTO_HANDLE,unknown,False,False,troubleshooting,@189197 Got it. You can add them as local files by following the steps here: https://t.co/SgMwFS1ONz. We'll be right here if you have any other questions 👍 /DB,2017-11-26T18:01:44+00:00,2219847
g0198,@spotifycares please contact me because someone is using my credit card number through fraud and I have no spotify account but there are monthly charges on my statement. I don't want to create a spotify acct and confuse this issue. Card is cancelled but I need charges to stop too,billing_charge,ESCALATE,unknown,True,False,link,"@797224 Hey Julie! Don't worry, we'll sort things out. Can you DM us any email addresses you have? /KC https://t.co/ldFdZRiNAt",2017-11-28T02:48:53+00:00,2871149
g0199,@SpotifyCares This is not a problem of my specific instance of the app. This is a problem of the Android app in general.,device_platform,AUTO_HANDLE,android,False,True,troubleshooting,"@228252 No worries! We have some info about cookies, other technologies and third-party data collection here: https://t.co/NI0SLWnjC2, check it out /L",2017-12-01T11:05:25+00:00,476528
g0200,"Hi @115888, how does one get ones music onto one of your prestigious playlists? A ‘Focus’ based one perhaps?",playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,@796696 Hey there! Our Curation team are independent so there's no formal submission process. Check out https://t.co/6BMOmfiZvQ to help you gain visibility 🙂 /KC,2017-11-28T01:31:44+00:00,2868824
