id,customer_message,conversation_context,proposed_intent,human_intent,proposed_escalation,human_escalation,notes
g0014,@SpotifyCares From here it the songs never changes after pressing play all or it will restart the song when im in game. What can be done about this. I can't be more clear than this. https://t.co/HurYjuUd0M,@417471 Got it. Can you try the troubleshooting steps that are on this link: https://t.co/5ROV3Uy9he? Keep us posted /SJ,playback_error,,AUTO_HANDLE,,
g0024,@115888 no #Fridayonelmstreet tracks on rap cavier playlist? 🤦🏾‍♂️ it cant be all trash trap music.,@786591 Hey. Can you send us the Playlist Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll check things out /AY,playlist_library,,AUTO_HANDLE,,
g0025,"@SpotifyCares Even remotely relate. Your alogrthims are either screwed, or you assume jazz/blues/folk is related to country. Insulting just thinking about it",@147607 We're sorry you feel this way. We’re always testing things in order to improve and your inputs helps us a lot. Check out Daily Mix and Release Radar in the meantime. Let us know if you need help with anything else 🙂 /BP,content_unavailable,,AUTO_HANDLE,,
g0032,@SpotifyCares how do I view the full featured artists instead of seeing the dots? When the song is playing it doesn’t even list the features https://t.co/cNkHFMl1KV,"@525136 Hey, help's here! While the track is selected, the featured artists should scroll through allowing you to see them all. Currently, it's not possible to see them on the album page. We'll let the right team know it's something you'd like to see. Keep rocking 🤘 /TX",playback_error,,AUTO_HANDLE,,
g0040,"@SpotifyCares where's Bonzo goes to Bitburg by Ramones? In fact, the whole album, Animal boy, is not available. Wtf.","@125856 Hey Lucas! Just to check, what country is your Spotify account set to? /MT",content_unavailable,,AUTO_HANDLE,,
g0048,"@SpotifyCares hi! My Spotify app on my Galaxy S7 Edge always freezes when I reach a certain song, to the point that even restarting my phone does nothing. Can you help?",@249297 Hey there! Can you try reinstalling the app using the steps here: https://t.co/PDA2aKzC6Q? Let us know how it plays out /LM,playback_error,,AUTO_HANDLE,,
g0051,@3072  @115888  Android version on Pixel 2 XL. Update cuts off bottom bar titles. https://t.co/mEURnx0wiI,@228087 Hi Richard! That's odd. Can you try logging out &gt; restarting your phone &gt; logging back in to see if it helps? Keep us posted /MU,device_platform,,AUTO_HANDLE,,
g0052,@SpotifyCares Hey there! Would love it if you could add my music to Acoustic Concentration or a similar playlist. Love getting my music onto new playlists.,@805858 Hey Glenn! Our Curation team are independent so there's no formal submission process. Check out https://t.co/BSrd71XWKW to help you gain visibility /KL,playlist_library,,AUTO_HANDLE,,
g0055,@SpotifyCares iPhone 6 on 3 ...it’s only happened recently all my updates are done so I don’t understand why,@157530 Thanks. Can you DM us your username or email address so we can take a closer look? /JU https://t.co/ldFdZRiNAt,device_platform,,AUTO_HANDLE,,
g0059,How the heck do you listen to music when @115888 is down😫,@810668 Hey there! Everything should be running smoothly now. Let us know if you're still getting issues /GS,playback_error,,AUTO_HANDLE,,
g0060,Seriously pissed off @115888 for blocking(suddenly) THE BEST song on @28787 live CD. WTF. #PremiumGetsYaNowhere,@772188 Hey Patti! Sometimes content gets removed due to licensing changes. Hopefully we'll have it available again soon. Check this out: https://t.co/1dgftcFtzc /AR,playback_error,,AUTO_HANDLE,,
g0061,"@SpotifyCares iPhone 8plus, iOS 11.1.2, 8.4.28.1104","@136356 Thanks. Just to check, is this happening on all your downloaded songs or just your Albums? /XF",device_platform,,AUTO_HANDLE,,
g0062,"@SpotifyCares So yeah, your app. I’m just intrigued as to wether I could be getting an even better sound as the @137949 speaker is the absolute bollocks 🙏🏼","@199354 Thanks for confirming. At the moment, we're afraid it’s not possible to adjust audio settings while Spotify Connect is active. We're taking all the feedback on this. No worries, we'll make sure to pass on your thoughts to the right folks /RC",device_platform,,AUTO_HANDLE,,
g0064,@SpotifyCares Yo I appreciate it. This is a recommendation of a push notification feature for playlist updates.,"@786435 We're currently not sending this type of notification, but we're passing on all feedback about this. Rest assured we'll let the team know you'd like to see this feature /AY",playlist_library,,AUTO_HANDLE,,
g0070,@SpotifyCares some of my songs in my library are not playing at all!!!,"@257826 Hey Kaylie! Just to check, are those songs grayed-out? Sending us your device, operating system, and Spotify app version would be handy too /PC",playlist_library,,AUTO_HANDLE,,
g0074,"@115888 i watched the video 174892 times, when do i get my 30 minutes of ad free music?","@787263 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RE",playback_error,,AUTO_HANDLE,,
g0084,"@SpotifyCares Hey, Add ""Miss You"" by @3212 on ""Today's Top Hits"" playlist! @115888",@260318 Hey! We've just sent a DM your way. Check your Messages /MV,playlist_library,,AUTO_HANDLE,,
g0090,"@SpotifyCares Getting error message ""Can't play song"" for everything. Tried all the step in the troubleshooting website. Any advice?","@808368 Hi, help's here! Can you let us know your device, operating system, and Spotify version? We'll be waiting for your reply /MG",app_crash_bug,,AUTO_HANDLE,,
g0094,@SpotifyCares When i hit the play button nothing happens at all. It stopped in the middle of a song.,"@220867 Thanks! Could you send us your device's make/model, operating system, and Spotify version? We'll try to find the solution for your issue /JP",playback_error,,AUTO_HANDLE,,
g0098,"@SpotifyCares Just checked, worked straight away on my daughter's iPhone using linked family Spotify account.",@135361 Alright. Can you DM us your account's username or email address? We'll check backstage /NG https://t.co/ldFdZRiNAt,device_platform,,AUTO_HANDLE,,
g0100,@115888 would you like to explain how Portuguese opera music is related to my favorite British pop band? @15790 https://t.co/C73hfCXzWO,@819952 @3537 @3212 @328645 @234 Hey there! Can you send us a DM with your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,playback_error,,AUTO_HANDLE,,
g0110,"So @115888 @SpotifyCares how many ads one after another is enough? I had at least 4 ads so far, i wonder if I’ll ever hear music?","@786907 Hey there! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/WB5TSxRfDe if you haven't had a subscription before 🙂 /MA",playback_error,,AUTO_HANDLE,,
g0111,"@SpotifyCares The past month or two has been an absolutely horrific user experience. Why is the platform degrading—getting more buggy? Patch your bugs or I'm gone. In the meantime, I'll take a two month refund/credit.","@238837 Hey Ali, that's not cool! Can you tell us more about what's happening and what device, operating system, and Spotify app you're rocking? We'll see what we can suggest /RA",billing_charge,,ESCALATE,,
g0118,"@115888 pls stop recommending me country music, Niall's album is folk-pop, there's a difference. 😭","@560002 Hey there, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team /NQ",content_unavailable,,AUTO_HANDLE,,
g0120,@115888 why isn't @21502's Where are you Christmas on here???? It would make my Christmas playlist a 12/10🔥🔥🔥,"@226102 Hey Victoria! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /LO",playlist_library,,AUTO_HANDLE,,
g0124,@SpotifyCares Sorry - why would I want to revoke access? I want to use Spotify on my sonos..:,@399891 It's worth to try doing this to refresh the link between your Spotify and Sonos device. You might be prompted to reconnect your Sonos account after. Let us know how you get on /PL,device_platform,,AUTO_HANDLE,,
g0125,"@SpotifyCares no, i turned off the notifs sounds because i thought that was the problem! snapchat is one of the main ones. sometimes the music just shuts off out of nowhere. im the only one that uses my spotify account","@153882 Can you DM us your account's username or email address, along with the model and version of your iOS device? We'll check things backstage /MU https://t.co/ldFdZRiNAt",playback_error,,AUTO_HANDLE,,
g0126,@115888 I want to use @159550 to get my podcast on Spotify. How can I get it in the podcast category instead on the music section?,"@803988 Hey James, thanks for your interest! For more info on getting your podcast on Spotify, check out: https://t.co/D5baW5biel /KL",playback_error,,AUTO_HANDLE,,
g0134,omg my Spotify won’t play at the same time I’m on Twitter what is going on someone help @123765 @115888,"@793165 Hey Jordi, we're here to help! Can you let us know your device, operating system, or Spotify version? We'll see what we can suggest /JP",playback_error,,AUTO_HANDLE,,
g0148,"@SpotifyCares Phone: Samsung Galaxy 6, OS: Android 7.0, Spotify Version: 8.4.28.875.",@515019 Got it. Does logging out &gt; restarting your device &gt; logging back in help at all? Keep us posted /MT,device_platform,,AUTO_HANDLE,,
g0151,@SpotifyCares are you guys going to fix the notoriously bad Roku TV app? It is literally unusable.,@262832 Hi Allen! We have some info about the Spotify app on Roku here: https://t.co/1nqkZkn6JX. Give us a shout if there's anything else /DV,device_platform,,AUTO_HANDLE,,
g0155,"@115888 why'd I get charged twice this month, once for normal 10 second for 15","@689325 Hi Jon! Don't worry, we'll sort this out. Could you send us a DM with your account's email address and username? We'll check under the hood /NJ https://t.co/ldFdZRiNAt",billing_charge,,ESCALATE,,
g0161,@115888 Why is this happening? I always listen through Alexa. https://t.co/0A41wwlx20,"@820501 Hi there. Don't worry, we'll look into this. Can you tell us what device, operating system, and app version you're using? We'll see what we can suggest /JU",device_platform,,AUTO_HANDLE,,
g0166,"@115888 do you guys have a different idea of how long 30 minutes is? Because ""30 minutes of ad free music"" isn't 30 minutes.","@794539 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /SJ",playback_error,,AUTO_HANDLE,,
g0173,@SpotifyCares It did not crash no. Was just quite irritating is all,"@777593 Thanks for confirming. Just to check, did you definitely watch the video ad that grants you 30 minutes ad-free listening in full after hearing the offer? /RS",app_crash_bug,,AUTO_HANDLE,,
g0175,I wanna be a @115888 playlist creator. Hire me. Plz,"@797428 Hey there! For any job openings, you can check here: https://t.co/c1Z94oBFOl, or contact the folks at @7997 😁 /NS",playlist_library,,AUTO_HANDLE,,
g0176,when can i stream pitbulls greatest hits album ? @115888,"@236083 Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /VK",playback_error,,AUTO_HANDLE,,
g0180,"@115888 why tf does your app play ‘suggested music’ instead of the actual music I want, even when I’ve turned off auto play?","@803634 Hey there! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists. Let us know how that works for you /TF",playback_error,,AUTO_HANDLE,,
g0182,@SpotifyCares Sorry. Today's problem was with Google Play Music. I was just comparing the experience to what you guys did to me a few years ago.,"@812740 Don't worry, we'll make sure to pass this on to the relevant folks. If you need a hand with anything else, don't hesitate to tweet us back /RC",playback_error,,AUTO_HANDLE,,
g0183,@SpotifyCares how would I go about recovering a stolen premium account?,"@137942 Hey Leonerd, we’re sorry to hear that. Check out https://t.co/iVpg60w61i for what to do next /NG",premium_subscription,,ESCALATE,,
g0186,"@SpotifyCares I have troubles saving data to SD card on android. Reinstalling, changing settings, remounting, clearing cache ... nothing works. There is quite a lot of people with the same issue. Do you have any solutions to this?","@319584 Hey there, help's arrived! Just to check, have you tried the steps here: https://t.co/XCTHa5LFPS? Can you also know if you're getting any error messages? /LS",offline_download,,AUTO_HANDLE,,
g0189,anybody else having an issue getting @115888 to connect to a @118117 at all? Won't play through the Spotify app or Sonos controller?!,"@231899 Hey Joe! Thanks for letting us know. Everything should be back up and running again soon. For anything else, we're just a tweet away /JP",device_platform,,AUTO_HANDLE,,
g0191,"@SpotifyCares Hello, i have a probelm with sign up in application ""iphone"" ;)","@811140 Hey there, help's here! Just to check, are you trying to create a Spotify account? Also, what country are you currently in? We'll see what we can suggest /RE",device_platform,,AUTO_HANDLE,,
g0199,@SpotifyCares This is not a problem of my specific instance of the app. This is a problem of the Android app in general.,"@228252 No worries! We have some info about cookies, other technologies and third-party data collection here: https://t.co/NI0SLWnjC2, check it out /L",device_platform,,AUTO_HANDLE,,
g0200,"Hi @115888, how does one get ones music onto one of your prestigious playlists? A ‘Focus’ based one perhaps?",@796696 Hey there! Our Curation team are independent so there's no formal submission process. Check out https://t.co/6BMOmfiZvQ to help you gain visibility 🙂 /KC,playback_error,,AUTO_HANDLE,,
